"GEO_ID","NAME","B08303_001E","B08303_001EA","B08303_001M","B08303_001MA","B08303_002E","B08303_002EA","B08303_002M","B08303_002MA","B08303_003E","B08303_003M","B08303_003MA","B08303_003EA","B08303_004E","B08303_004M","B08303_004MA","B08303_004EA","B08303_005E","B08303_005M","B08303_005MA","B08303_005EA","B08303_006E","B08303_006M","B08303_006MA","B08303_006EA","B08303_007E","B08303_007M","B08303_007MA","B08303_007EA","B08303_008E","B08303_008M","B08303_008MA","B08303_008EA","B08303_009E","B08303_009EA","B08303_009M","B08303_009MA","B08303_010E","B08303_010M","B08303_010MA","B08303_010EA","B08303_011E","B08303_011EA","B08303_011M","B08303_011MA","B08303_012E","B08303_012EA","B08303_012M","B08303_012MA","B08303_013E","B08303_013EA","B08303_013M","B08303_013MA",
"Geography","Geographic Area Name","Estimate!!Total","Annotation of Estimate!!Total","Margin of Error!!Total","Annotation of Margin of Error!!Total","Estimate!!Total!!Less than 5 minutes","Annotation of Estimate!!Total!!Less than 5 minutes","Margin of Error!!Total!!Less than 5 minutes","Annotation of Margin of Error!!Total!!Less than 5 minutes","Estimate!!Total!!5 to 9 minutes","Margin of Error!!Total!!5 to 9 minutes","Annotation of Margin of Error!!Total!!5 to 9 minutes","Annotation of Estimate!!Total!!5 to 9 minutes","Estimate!!Total!!10 to 14 minutes","Margin of Error!!Total!!10 to 14 minutes","Annotation of Margin of Error!!Total!!10 to 14 minutes","Annotation of Estimate!!Total!!10 to 14 minutes","Estimate!!Total!!15 to 19 minutes","Margin of Error!!Total!!15 to 19 minutes","Annotation of Margin of Error!!Total!!15 to 19 minutes","Annotation of Estimate!!Total!!15 to 19 minutes","Estimate!!Total!!20 to 24 minutes","Margin of Error!!Total!!20 to 24 minutes","Annotation of Margin of Error!!Total!!20 to 24 minutes","Annotation of Estimate!!Total!!20 to 24 minutes","Estimate!!Total!!25 to 29 minutes","Margin of Error!!Total!!25 to 29 minutes","Annotation of Margin of Error!!Total!!25 to 29 minutes","Annotation of Estimate!!Total!!25 to 29 minutes","Estimate!!Total!!30 to 34 minutes","Margin of Error!!Total!!30 to 34 minutes","Annotation of Margin of Error!!Total!!30 to 34 minutes","Annotation of Estimate!!Total!!30 to 34 minutes","Estimate!!Total!!35 to 39 minutes","Annotation of Estimate!!Total!!35 to 39 minutes","Margin of Error!!Total!!35 to 39 minutes","Annotation of Margin of Error!!Total!!35 to 39 minutes","Estimate!!Total!!40 to 44 minutes","Margin of Error!!Total!!40 to 44 minutes","Annotation of Margin of Error!!Total!!40 to 44 minutes","Annotation of Estimate!!Total!!40 to 44 minutes","Estimate!!Total!!45 to 59 minutes","Annotation of Estimate!!Total!!45 to 59 minutes","Margin of Error!!Total!!45 to 59 minutes","Annotation of Margin of Error!!Total!!45 to 59 minutes","Estimate!!Total!!60 to 89 minutes","Annotation of Estimate!!Total!!60 to 89 minutes","Margin of Error!!Total!!60 to 89 minutes","Annotation of Margin of Error!!Total!!60 to 89 minutes","Estimate!!Total!!90 or more minutes","Annotation of Estimate!!Total!!90 or more minutes","Margin of Error!!Total!!90 or more minutes","Annotation of Margin of Error!!Total!!90 or more minutes",
"1400000US17031062200","Census Tract 622, Cook County, Illinois","2173","null","218","null","20","null","34","null","26","18","null","null","204","93","null","null","123","63","null","null","291","124","null","null","159","76","null","null","331","100","null","null","214","null","78","null","273","110","null","null","349","null","125","null","121","null","58","null","62","null","48","null",
"1400000US17031062300","Census Tract 623, Cook County, Illinois","1095","null","139","null","5","null","8","null","17","19","null","null","44","42","null","null","130","82","null","null","107","63","null","null","95","42","null","null","295","99","null","null","13","null","17","null","119","49","null","null","166","null","87","null","66","null","34","null","38","null","33","null",
"1400000US17031062400","Census Tract 624, Cook County, Illinois","1028","null","145","null","11","null","18","null","6","9","null","null","34","23","null","null","74","41","null","null","149","81","null","null","65","33","null","null","192","64","null","null","113","null","46","null","112","44","null","null","163","null","67","null","103","null","52","null","6","null","9","null",
"1400000US17031062500","Census Tract 625, Cook County, Illinois","905","null","109","null","0","null","11","null","26","22","null","null","29","34","null","null","43","48","null","null","140","62","null","null","62","36","null","null","205","68","null","null","75","null","39","null","88","38","null","null","123","null","46","null","90","null","53","null","24","null","23","null",
"1400000US17031062600","Census Tract 626, Cook County, Illinois","1189","null","136","null","6","null","9","null","26","27","null","null","59","39","null","null","52","36","null","null","177","66","null","null","36","18","null","null","226","72","null","null","93","null","41","null","180","75","null","null","241","null","85","null","73","null","42","null","20","null","23","null",
"1400000US17031062700","Census Tract 627, Cook County, Illinois","1650","null","222","null","14","null","16","null","23","37","null","null","75","55","null","null","117","65","null","null","305","124","null","null","69","54","null","null","415","151","null","null","95","null","59","null","148","73","null","null","249","null","87","null","140","null","73","null","0","null","11","null",
"1400000US17031062800","Census Tract 628, Cook County, Illinois","2424","null","231","null","99","null","108","null","24","22","null","null","111","46","null","null","189","76","null","null","172","71","null","null","233","87","null","null","528","160","null","null","232","null","73","null","168","60","null","null","301","null","106","null","285","null","88","null","82","null","58","null",
"1400000US17031062900","Census Tract 629, Cook County, Illinois","2868","null","342","null","31","null","31","null","161","96","null","null","125","75","null","null","165","72","null","null","449","146","null","null","321","114","null","null","677","188","null","null","110","null","56","null","278","106","null","null","154","null","70","null","312","null","129","null","85","null","63","null",
"1400000US17031063000","Census Tract 630, Cook County, Illinois","2328","null","260","null","85","null","55","null","117","81","null","null","99","64","null","null","208","95","null","null","385","166","null","null","187","93","null","null","708","170","null","null","91","null","54","null","75","63","null","null","249","null","86","null","117","null","61","null","7","null","12","null",
"1400000US17031063100","Census Tract 631, Cook County, Illinois","1790","null","159","null","9","null","14","null","28","38","null","null","58","51","null","null","130","62","null","null","172","90","null","null","137","68","null","null","505","147","null","null","86","null","48","null","264","100","null","null","221","null","82","null","176","null","66","null","4","null","7","null",
"1400000US17031063200","Census Tract 632, Cook County, Illinois","3871","null","363","null","31","null","48","null","192","166","null","null","128","138","null","null","392","229","null","null","594","249","null","null","227","133","null","null","852","224","null","null","289","null","168","null","390","182","null","null","354","null","168","null","273","null","141","null","149","null","106","null",
"1400000US17031063301","Census Tract 633.01, Cook County, Illinois","1876","null","308","null","28","null","43","null","20","22","null","null","44","39","null","null","68","51","null","null","241","149","null","null","216","60","null","null","473","266","null","null","97","null","60","null","119","70","null","null","239","null","110","null","253","null","177","null","78","null","59","null",
"1400000US17031063302","Census Tract 633.02, Cook County, Illinois","2931","null","348","null","0","null","11","null","77","52","null","null","210","87","null","null","170","119","null","null","306","117","null","null","344","196","null","null","709","221","null","null","148","null","89","null","260","123","null","null","316","null","177","null","255","null","132","null","136","null","115","null",
"1400000US17031063303","Census Tract 633.03, Cook County, Illinois","521","null","106","null","16","null","24","null","20","24","null","null","20","23","null","null","34","23","null","null","131","90","null","null","22","24","null","null","91","37","null","null","25","null","22","null","24","26","null","null","47","null","35","null","91","null","47","null","0","null","11","null",
"1400000US17031063400","Census Tract 634, Cook County, Illinois","1509","null","196","null","36","null","45","null","41","41","null","null","46","40","null","null","114","74","null","null","186","96","null","null","112","89","null","null","291","90","null","null","133","null","75","null","141","78","null","null","268","null","120","null","117","null","64","null","24","null","22","null",
