"GEO_ID","NAME","B08301_001E","B08301_001M","B08301_001MA","B08301_001EA","B08301_002E","B08301_002EA","B08301_002M","B08301_002MA","B08301_003E","B08301_003M","B08301_003MA","B08301_003EA","B08301_004E","B08301_004M","B08301_004MA","B08301_004EA","B08301_005E","B08301_005M","B08301_005MA","B08301_005EA","B08301_006E","B08301_006EA","B08301_006M","B08301_006MA","B08301_007E","B08301_007M","B08301_007MA","B08301_007EA","B08301_008E","B08301_008M","B08301_008MA","B08301_008EA","B08301_009E","B08301_009M","B08301_009MA","B08301_009EA","B08301_010E","B08301_010M","B08301_010MA","B08301_010EA","B08301_011E","B08301_011M","B08301_011MA","B08301_011EA","B08301_012E","B08301_012M","B08301_012MA","B08301_012EA","B08301_013E","B08301_013EA","B08301_013M","B08301_013MA","B08301_014E","B08301_014M","B08301_014MA","B08301_014EA","B08301_015E","B08301_015M","B08301_015MA","B08301_015EA","B08301_016E","B08301_016M","B08301_016MA","B08301_016EA","B08301_017E","B08301_017EA","B08301_017M","B08301_017MA","B08301_018E","B08301_018M","B08301_018MA","B08301_018EA","B08301_019E","B08301_019M","B08301_019MA","B08301_019EA","B08301_020E","B08301_020M","B08301_020MA","B08301_020EA","B08301_021E","B08301_021EA","B08301_021M","B08301_021MA",
"1400000US17031032100","Census Tract 321, Cook County, Illinois","4934","926","null","null","1445","null","439","null","1294","366","null","null","151","189","null","null","151","189","null","null","0","null","17","null","0","17","null","null","0","17","null","null","0","17","null","null","2166","630","null","null","1085","562","null","null","1023","374","null","null","58","null","95","null","0","17","null","null","0","17","null","null","0","17","null","null","0","null","17","null","80","94","null","null","226","147","null","null","0","17","null","null","1017","null","517","null",
"1400000US17031040100","Census Tract 401, Cook County, Illinois","2445","266","null","null","1471","null","243","null","1348","246","null","null","123","72","null","null","93","67","null","null","10","null","16","null","14","22","null","null","0","12","null","null","6","9","null","null","611","188","null","null","108","61","null","null","400","175","null","null","103","null","52","null","0","12","null","null","0","12","null","null","37","39","null","null","0","null","12","null","26","23","null","null","119","75","null","null","9","16","null","null","172","null","80","null",
"1400000US17031040201","Census Tract 402.01, Cook County, Illinois","4479","803","null","null","2172","null","530","null","1922","533","null","null","250","144","null","null","105","67","null","null","145","null","137","null","0","17","null","null","0","17","null","null","0","17","null","null","1440","306","null","null","465","261","null","null","913","183","null","null","54","null","63","null","8","14","null","null","0","17","null","null","0","17","null","null","0","null","17","null","53","46","null","null","127","80","null","null","113","177","null","null","574","null","311","null",
"1400000US17031040202","Census Tract 402.02, Cook County, Illinois","3281","538","null","null","2059","null","443","null","1755","351","null","null","304","203","null","null","232","212","null","null","50","null","50","null","22","40","null","null","0","17","null","null","0","17","null","null","800","338","null","null","460","281","null","null","291","161","null","null","49","null","59","null","0","17","null","null","0","17","null","null","48","60","null","null","0","null","17","null","95","76","null","null","45","51","null","null","27","32","null","null","207","null","136","null",
"1400000US17031040300","Census Tract 403, Cook County, Illinois","1491","249","null","null","1158","null","207","null","965","181","null","null","193","128","null","null","182","128","null","null","4","null","10","null","7","13","null","null","0","12","null","null","0","12","null","null","252","101","null","null","60","60","null","null","185","88","null","null","7","null","13","null","0","12","null","null","0","12","null","null","18","28","null","null","0","null","12","null","0","12","null","null","31","33","null","null","0","12","null","null","32","null","31","null",
"1400000US17031040401","Census Tract 404.01, Cook County, Illinois","2054","314","null","null","1023","null","229","null","976","221","null","null","47","35","null","null","47","35","null","null","0","null","12","null","0","12","null","null","0","12","null","null","0","12","null","null","565","136","null","null","18","20","null","null","501","128","null","null","46","null","37","null","0","12","null","null","0","12","null","null","0","12","null","null","0","null","12","null","10","15","null","null","159","93","null","null","0","12","null","null","297","null","127","null",
"1400000US17031040402","Census Tract 404.02, Cook County, Illinois","3292","295","null","null","1258","null","246","null","1155","232","null","null","103","89","null","null","74","74","null","null","29","null","32","null","0","12","null","null","0","12","null","null","0","12","null","null","1340","196","null","null","77","54","null","null","1017","185","null","null","246","null","112","null","0","12","null","null","0","12","null","null","0","12","null","null","0","null","12","null","53","42","null","null","151","116","null","null","0","12","null","null","490","null","175","null",
"1400000US17031040600","Census Tract 406, Cook County, Illinois","1852","329","null","null","754","null","218","null","661","190","null","null","93","112","null","null","81","119","null","null","0","null","12","null","12","20","null","null","0","12","null","null","0","12","null","null","835","149","null","null","59","79","null","null","676","106","null","null","100","null","89","null","0","12","null","null","0","12","null","null","0","12","null","null","0","null","12","null","23","32","null","null","33","28","null","null","0","12","null","null","207","null","227","null",
"1400000US17031040700","Census Tract 407, Cook County, Illinois","2167","243","null","null","705","null","172","null","648","176","null","null","57","46","null","null","26","32","null","null","31","null","40","null","0","12","null","null","0","12","null","null","0","12","null","null","821","159","null","null","68","53","null","null","732","147","null","null","21","null","24","null","0","12","null","null","0","12","null","null","0","12","null","null","0","null","12","null","87","59","null","null","186","73","null","null","6","10","null","null","362","null","171","null",
"1400000US17031040800","Census Tract 408, Cook County, Illinois","1072","188","null","null","435","null","123","null","390","106","null","null","45","43","null","null","45","43","null","null","0","null","12","null","0","12","null","null","0","12","null","null","0","12","null","null","366","75","null","null","10","11","null","null","342","74","null","null","14","null","12","null","0","12","null","null","0","12","null","null","18","19","null","null","0","null","12","null","31","20","null","null","27","21","null","null","0","12","null","null","195","null","103","null",
"1400000US17031040900","Census Tract 409, Cook County, Illinois","1306","208","null","null","520","null","158","null","474","155","null","null","46","42","null","null","18","20","null","null","0","null","12","null","28","37","null","null","0","12","null","null","0","12","null","null","448","126","null","null","22","21","null","null","396","124","null","null","30","null","24","null","0","12","null","null","0","12","null","null","0","12","null","null","0","null","12","null","57","57","null","null","101","53","null","null","17","18","null","null","163","null","74","null",
"1400000US17031050100","Census Tract 501, Cook County, Illinois","1862","233","null","null","741","null","185","null","696","174","null","null","45","44","null","null","36","41","null","null","9","null","16","null","0","12","null","null","0","12","null","null","0","12","null","null","672","146","null","null","52","47","null","null","602","141","null","null","18","null","15","null","0","12","null","null","0","12","null","null","0","12","null","null","0","null","12","null","52","49","null","null","192","71","null","null","7","10","null","null","198","null","90","null",
"1400000US17031050200","Census Tract 502, Cook County, Illinois","3033","507","null","null","1472","null","444","null","1269","418","null","null","203","181","null","null","81","126","null","null","0","null","17","null","122","135","null","null","0","17","null","null","0","17","null","null","865","258","null","null","160","148","null","null","696","220","null","null","9","null","15","null","0","17","null","null","0","17","null","null","24","34","null","null","17","null","29","null","54","48","null","null","107","50","null","null","94","82","null","null","400","null","161","null",
"1400000US17031050300","Census Tract 503, Cook County, Illinois","1576","200","null","null","929","null","160","null","775","156","null","null","154","81","null","null","101","70","null","null","20","null","22","null","28","29","null","null","0","12","null","null","5","8","null","null","317","98","null","null","68","55","null","null","236","85","null","null","7","null","10","null","6","10","null","null","0","12","null","null","0","12","null","null","0","null","12","null","0","12","null","null","132","106","null","null","0","12","null","null","198","null","98","null",
