"GEO_ID","NAME","B08301_001E","B08301_001M","B08301_001MA","B08301_001EA","B08301_002E","B08301_002M","B08301_002MA","B08301_002EA","B08301_003E","B08301_003EA","B08301_003M","B08301_003MA","B08301_004E","B08301_004EA","B08301_004M","B08301_004MA","B08301_005E","B08301_005EA","B08301_005M","B08301_005MA","B08301_006E","B08301_006M","B08301_006MA","B08301_006EA","B08301_007E","B08301_007M","B08301_007MA","B08301_007EA","B08301_008E","B08301_008M","B08301_008MA","B08301_008EA","B08301_009E","B08301_009EA","B08301_009M","B08301_009MA","B08301_010E","B08301_010EA","B08301_010M","B08301_010MA","B08301_011E","B08301_011EA","B08301_011M","B08301_011MA","B08301_012E","B08301_012M","B08301_012MA","B08301_012EA","B08301_013E","B08301_013M","B08301_013MA","B08301_013EA","B08301_014E","B08301_014M","B08301_014MA","B08301_014EA","B08301_015E","B08301_015EA","B08301_015M","B08301_015MA","B08301_016E","B08301_016EA","B08301_016M","B08301_016MA","B08301_017E","B08301_017M","B08301_017MA","B08301_017EA","B08301_018E","B08301_018M","B08301_018MA","B08301_018EA","B08301_019E","B08301_019M","B08301_019MA","B08301_019EA","B08301_020E","B08301_020EA","B08301_020M","B08301_020MA","B08301_021E","B08301_021EA","B08301_021M","B08301_021MA",
"1400000US17031040100","Census Tract 401, Cook County, Illinois","2021","213","null","null","1335","190","null","null","1244","null","199","null","91","null","58","null","85","null","57","null","0","11","null","null","0","11","null","null","0","11","null","null","6","null","13","null","450","null","101","null","92","null","43","null","0","11","null","null","282","89","null","null","76","45","null","null","0","null","11","null","8","null","12","null","0","11","null","null","15","17","null","null","68","46","null","null","37","null","40","null","108","null","57","null",
"1400000US17031040201","Census Tract 402.01, Cook County, Illinois","3828","353","null","null","1848","266","null","null","1624","null","241","null","224","null","120","null","193","null","113","null","31","38","null","null","0","15","null","null","0","15","null","null","0","null","15","null","1375","null","302","null","295","null","154","null","0","15","null","null","984","278","null","null","96","105","null","null","0","null","15","null","0","null","15","null","0","15","null","null","101","83","null","null","248","133","null","null","22","null","26","null","234","null","109","null",
"1400000US17031040202","Census Tract 402.02, Cook County, Illinois","3499","532","null","null","2538","508","null","null","2060","null","374","null","478","null","270","null","478","null","270","null","0","15","null","null","0","15","null","null","0","15","null","null","0","null","15","null","641","null","207","null","289","null","145","null","0","15","null","null","330","160","null","null","22","35","null","null","0","null","15","null","11","null","26","null","26","30","null","null","35","40","null","null","41","46","null","null","0","null","15","null","207","null","138","null",
"1400000US17031040300","Census Tract 403, Cook County, Illinois","1515","229","null","null","1117","205","null","null","982","null","197","null","135","null","105","null","101","null","102","null","8","12","null","null","0","11","null","null","0","11","null","null","26","null","29","null","277","null","102","null","126","null","80","null","0","11","null","null","126","84","null","null","25","28","null","null","0","null","11","null","0","null","11","null","0","11","null","null","19","22","null","null","45","34","null","null","0","null","11","null","57","null","42","null",
"1400000US17031040401","Census Tract 404.01, Cook County, Illinois","1835","211","null","null","955","167","null","null","925","null","167","null","30","null","25","null","23","null","21","null","7","11","null","null","0","11","null","null","0","11","null","null","0","null","11","null","654","null","149","null","237","null","119","null","0","11","null","null","380","104","null","null","37","25","null","null","0","null","11","null","0","null","11","null","0","11","null","null","32","23","null","null","71","71","null","null","0","null","11","null","123","null","89","null",
"1400000US17031040402","Census Tract 404.02, Cook County, Illinois","3297","268","null","null","1499","234","null","null","1359","null","242","null","140","null","75","null","104","null","75","null","36","37","null","null","0","15","null","null","0","15","null","null","0","null","15","null","1559","null","303","null","203","null","123","null","39","62","null","null","630","199","null","null","687","242","null","null","0","null","15","null","0","null","15","null","0","15","null","null","42","31","null","null","48","44","null","null","34","null","40","null","115","null","78","null",
"1400000US17031040600","Census Tract 406, Cook County, Illinois","1722","241","null","null","840","167","null","null","799","null","162","null","41","null","31","null","26","null","25","null","15","18","null","null","0","11","null","null","0","11","null","null","0","null","11","null","622","null","151","null","74","null","52","null","0","11","null","null","476","132","null","null","72","67","null","null","0","null","11","null","0","null","11","null","0","11","null","null","17","19","null","null","149","62","null","null","0","null","11","null","94","null","44","null",
"1400000US17031040700","Census Tract 407, Cook County, Illinois","2202","243","null","null","903","176","null","null","826","null","168","null","77","null","47","null","77","null","47","null","0","11","null","null","0","11","null","null","0","11","null","null","0","null","11","null","947","null","155","null","137","null","89","null","0","11","null","null","729","147","null","null","81","60","null","null","0","null","11","null","0","null","11","null","0","11","null","null","57","36","null","null","118","88","null","null","9","null","15","null","168","null","71","null",
"1400000US17031040800","Census Tract 408, Cook County, Illinois","1053","97","null","null","466","95","null","null","427","null","94","null","39","null","22","null","27","null","20","null","4","6","null","null","8","8","null","null","0","11","null","null","0","null","11","null","400","null","80","null","9","null","9","null","0","11","null","null","380","77","null","null","11","11","null","null","0","null","11","null","0","null","11","null","0","11","null","null","24","19","null","null","43","21","null","null","19","null","17","null","101","null","36","null",
"1400000US17031040900","Census Tract 409, Cook County, Illinois","1486","175","null","null","454","122","null","null","400","null","118","null","54","null","44","null","42","null","38","null","12","21","null","null","0","11","null","null","0","11","null","null","0","null","11","null","703","null","175","null","34","null","27","null","0","11","null","null","631","169","null","null","38","37","null","null","0","null","11","null","9","null","15","null","0","11","null","null","39","26","null","null","138","61","null","null","17","null","19","null","126","null","58","null",
"1400000US17031050100","Census Tract 501, Cook County, Illinois","1680","170","null","null","851","184","null","null","840","null","181","null","11","null","17","null","0","null","11","null","11","17","null","null","0","11","null","null","0","11","null","null","0","null","11","null","647","null","126","null","18","null","20","null","0","11","null","null","576","130","null","null","53","37","null","null","0","null","11","null","0","null","11","null","0","11","null","null","25","27","null","null","23","29","null","null","0","null","11","null","134","null","69","null",
"1400000US17031050200","Census Tract 502, Cook County, Illinois","2721","314","null","null","1250","237","null","null","1142","null","221","null","108","null","85","null","66","null","59","null","17","28","null","null","0","15","null","null","0","15","null","null","25","null","41","null","805","null","244","null","204","null","137","null","0","15","null","null","538","238","null","null","63","39","null","null","0","null","15","null","13","null","20","null","0","15","null","null","172","87","null","null","56","54","null","null","11","null","19","null","414","null","143","null",
"1400000US17031050300","Census Tract 503, Cook County, Illinois","1477","153","null","null","852","144","null","null","770","null","139","null","82","null","43","null","49","null","38","null","18","20","null","null","0","11","null","null","15","21","null","null","0","null","11","null","389","null","118","null","111","null","54","null","0","11","null","null","278","107","null","null","0","11","null","null","0","null","11","null","0","null","11","null","0","11","null","null","55","39","null","null","134","79","null","null","0","null","11","null","47","null","34","null",
